id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,consultation_generale,chirurgie_oculaire,correction_visuelle,vente_lunettes,traitement_cataracte,traitement_glaucome,laser_vision,horaires
OPH0241,Centre de la Vision Kamga,Yaoundé,Yaoundé I,Cité Verte,3.936361,11.487013,+237 679 711 906,visionkamga@gmail.com,Oui,Non,Oui,Non,Oui,Oui,Non,Lun–Sam 08h30–18h30
OPH0242,Centre Ophtalmologique Saint-Luc,Yaoundé,Yaoundé IV,Efoulan,3.871626,11.604974,+237 222 505 733,luc@ophta.cm,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 08h00–17h00
OPH0243,Centre Ophtalmologique Saint-Thérèse,Douala,Douala II,Bessengue,4.012455,9.631432,+237 652 064 783,thérèse@hotmail.com,Oui,Non,Oui,Oui,Non,Oui,Oui,Lun–Sam 08h30–18h30
OPH0244,Clinique des Yeux de Messa,Yaoundé,Yaoundé II,Nkol-Afeme,3.807132,11.453775,+237 655 008 036,desyeuxmessa@ophta.cm,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Dim 08h00–18h00
OPH0245,Clinique des Yeux de Étoa-Meki,Yaoundé,Yaoundé II,Étoa-Meki,3.890727,11.574014,+237 695 619 735,desyeuxétoa-me@hotmail.com,Oui,Non,Oui,Oui,Oui,Oui,Non,Lun–Ven 08h00–18h00
OPH0246,Centre de la Vision Manga,Yaoundé,Yaoundé VI,Mimboman,3.767133,11.448598,+237 654 103 305,visionmanga@yahoo.fr,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 08h30–18h30
OPH0247,Centre Ophtalmologique Saint-Michel,Douala,Douala VI,Akwa,4.027275,9.714681,+237 652 866 868,michel@gmail.com,Oui,Non,Non,Oui,Oui,Oui,Non,Lun–Ven 08h00–18h00
OPH0248,Clinique des Yeux de Ndoghem,Douala,Douala II,Youpwé,3.964188,9.722313,+237 690 836 749,desyeuxndoghem@yahoo.fr,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Ven 07h30–17h30
OPH0249,Clinique des Yeux de Obili,Yaoundé,Yaoundé III,Obili,3.898184,11.570407,+237 698 359 726,desyeuxobili@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 07h30–19h00
OPH0250,Cabinet Ophtalmologique Engoulou,Douala,Douala II,PK12,3.963378,9.715807,+237 652 340 904,engoulou@yahoo.fr,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 08h00–17h00
OPH0251,Centre Ophtalmologique Saint-François,Douala,Douala VI,PK14,4.032594,9.793848,+237 694 401 096,françois@yahoo.fr,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Dim 08h00–18h00
OPH0252,Centre Ophtalmologique Saint-Monique,Douala,Douala V,Japoma,3.968482,9.708815,+237 651 526 785,monique@yahoo.fr,Oui,Non,Oui,Oui,Oui,Non,Oui,7j/7 — 08h00–20h00
OPH0253,Cabinet Ophtalmologique Mbassi,Douala,Douala IV,Bonaberi,4.065691,9.644271,+237 222 706 703,mbassi@gmail.com,Oui,Non,Oui,Oui,Non,Non,Oui,Lun–Sam 07h00–20h00
OPH0254,Clinique des Yeux de Melen,Yaoundé,Yaoundé VII,Melen,3.808828,11.410495,+237 690 128 438,desyeuxmelen@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Oui,Lun–Ven 07h30–17h30
OPH0255,Clinique Ophtalmologique de Kotto,Douala,Douala V,Kotto,4.106725,9.716214,+237 698 847 693,kotto@ophta.cm,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Dim 08h00–18h00
OPH0256,Centre de la Vision Biyiti,Yaoundé,Yaoundé I,Nkomo,3.858393,11.432667,+237 679 738 801,visionbiyiti@hotmail.com,Oui,Non,Oui,Oui,Non,Oui,Non,7j/7 — 08h00–20h00
OPH0257,Centre Ophtalmologique Saint-Bernadette,Yaoundé,Yaoundé III,Bastos,3.836081,11.609808,+237 693 339 988,bernadette@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Ven 08h00–18h00
OPH0258,Clinique Ophtalmologique de Bastos,Yaoundé,Yaoundé II,Melen,3.875624,11.540944,+237 233 724 188,bastos@hotmail.com,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 08h00–17h00
OPH0259,Cabinet Ophtalmologique Assamba,Douala,Douala VI,Mboppi,4.058209,9.750822,+237 650 830 844,assamba@hotmail.com,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
OPH0260,Clinique des Yeux de Makepe,Douala,Douala III,PK14,4.113282,9.674031,+237 677 428 726,desyeuxmakepe@gmail.com,Oui,Non,Oui,Oui,Oui,Oui,Non,7j/7 — 08h00–20h00
OPH0261,Clinique Ophtalmologique de Ndoghem,Douala,Douala IV,Bali,4.041116,9.6553,+237 222 590 412,ndoghem@gmail.com,Oui,Non,Oui,Non,Non,Non,Oui,Lun–Sam 07h30–19h00
OPH0262,Ophtalmologie Secours,Douala,Douala I,PK14,4.098797,9.709907,+237 690 726 213,ophtalmologies@ophta.cm,Oui,Oui,Non,Oui,Oui,Oui,Non,Lun–Sam 07h00–20h00
OPH0263,Centre Ophtalmologique Saint-Augustin,Yaoundé,Yaoundé VII,Tsinga,3.85631,11.546136,+237 655 888 007,augustin@ophta.cm,Oui,Non,Non,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
OPH0264,Clinique des Yeux de Cité Verte,Yaoundé,Yaoundé II,Cité Verte,3.847438,11.551313,+237 242 214 232,desyeuxcitéver@hotmail.com,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 08h30–18h30
OPH0265,Clinique Ophtalmologique de Bangue,Douala,Douala V,Ndoghem,3.984907,9.76702,+237 697 970 831,bangue@gmail.com,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Ven 07h30–17h30
OPH0266,Ophtalmologie Espoir,Douala,Douala II,Youpwé,4.053713,9.628175,+237 654 912 122,ophtalmologiee@ophta.cm,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Ven 07h30–17h30
OPH0267,Centre de la Vision Ngoa,Yaoundé,Yaoundé VII,Ahala,3.913838,11.44461,+237 243 522 467,visionngoa@yahoo.fr,Oui,Non,Oui,Oui,Non,Oui,Non,7j/7 — 08h00–20h00
OPH0268,Clinique Ophtalmologique de Ahala,Yaoundé,Yaoundé I,Ahala,3.931658,11.434739,+237 679 216 018,ahala@hotmail.com,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 07h30–19h00
OPH0269,Centre Ophtalmologique Saint-Félicité,Yaoundé,Yaoundé IV,Melen,3.788564,11.543648,+237 697 917 171,félicité@hotmail.com,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Sam 07h30–19h00
OPH0270,Ophtalmologie Progrès,Yaoundé,Yaoundé II,Mokolo,3.934379,11.547503,+237 695 235 168,ophtalmologiep@yahoo.fr,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
OPH0271,Centre Ophtalmologique Saint-Claire,Douala,Douala IV,PK12,4.053466,9.701685,+237 650 208 822,claire@ophta.cm,Oui,Oui,Oui,Oui,Non,Oui,Oui,Lun–Sam 08h00–17h00
OPH0272,Cabinet Ophtalmologique Belinga,Douala,Douala III,Soboum,4.024298,9.622678,+237 692 284 099,belinga@yahoo.fr,Oui,Oui,Non,Oui,Non,Non,Non,7j/7 — 08h00–20h00
OPH0273,Clinique des Yeux de Deido,Douala,Douala I,New Bell,4.017726,9.678614,+237 694 272 983,desyeuxdeido@yahoo.fr,Oui,Oui,Oui,Oui,Oui,Non,Non,Lun–Sam 08h00–17h00
OPH0274,Centre Ophtalmologique Saint-Michel,Yaoundé,Yaoundé VI,Étoa-Meki,3.806952,11.419744,+237 654 765 420,michel@ophta.cm,Oui,Non,Non,Oui,Oui,Non,Non,Lun–Ven 07h30–17h30
OPH0275,Centre Ophtalmologique Saint-Élisabeth,Yaoundé,Yaoundé VI,Simbock,3.855759,11.455886,+237 694 375 142,élisabeth@ophta.cm,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
OPH0276,Clinique Ophtalmologique de Deido,Douala,Douala II,Youpwé,3.979104,9.74732,+237 651 232 546,deido@ophta.cm,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 07h00–20h00
OPH0277,Centre de la Vision Simo,Yaoundé,Yaoundé I,Émana,3.849058,11.566858,+237 679 573 754,visionsimo@hotmail.com,Oui,Non,Non,Oui,Non,Non,Oui,7j/7 — 08h00–20h00
OPH0278,Clinique des Yeux de Nlongkak,Yaoundé,Yaoundé VI,Nlongkak,3.794943,11.54072,+237 697 446 423,desyeuxnlongka@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
OPH0279,Clinique Ophtalmologique de PK12,Douala,Douala II,PK12,4.059185,9.669769,+237 655 553 630,pk12@gmail.com,Oui,Oui,Oui,Non,Oui,Non,Oui,Lun–Sam 08h00–17h00
OPH0280,Ophtalmologie Santé,Douala,Douala I,Japoma,4.029029,9.721948,+237 655 749 768,ophtalmologies@ophta.cm,Oui,Non,Oui,Non,Non,Non,Non,Lun–Sam 08h00–17h00
OPH0281,Centre Ophtalmologique Saint-Pierre,Yaoundé,Yaoundé IV,Mvog-Ada,3.773358,11.578375,+237 692 442 735,pierre@ophta.cm,Oui,Non,Oui,Non,Non,Non,Non,Lun–Sam 07h00–20h00
OPH0282,Clinique des Yeux de Bonamoussadi,Douala,Douala III,New Bell,4.021076,9.631193,+237 652 950 661,desyeuxbonamou@hotmail.com,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 08h30–18h30
OPH0283,Clinique des Yeux de Ngoa-Ekélé,Yaoundé,Yaoundé V,Ngoa-Ekélé,3.840994,11.580304,+237 679 342 561,desyeuxngoa-ek@gmail.com,Oui,Non,Oui,Oui,Oui,Oui,Non,7j/7 — 08h00–20h00
OPH0284,Cabinet Ophtalmologique Onana,Douala,Douala V,Nkongmondo,4.056319,9.673083,+237 694 857 306,onana@hotmail.com,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 08h00–17h00
OPH0285,Centre de la Vision Nguele,Yaoundé,Yaoundé III,Santa Barbara,3.936425,11.468711,+237 679 343 301,visionnguele@yahoo.fr,Oui,Non,Oui,Oui,Non,Non,Oui,Lun–Sam 07h00–20h00
OPH0286,Clinique Ophtalmologique de Biyem-Assi,Yaoundé,Yaoundé III,Essos,3.886091,11.421674,+237 652 479 991,biyem-assi@yahoo.fr,Oui,Non,Oui,Oui,Oui,Oui,Oui,Lun–Sam 08h30–18h30
OPH0287,Centre de la Vision Biyiti,Douala,Douala V,Bonaberi,4.105665,9.674359,+237 233 942 258,visionbiyiti@yahoo.fr,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
OPH0288,Clinique Ophtalmologique de Cité des Palmiers,Douala,Douala II,Cité des Palmiers,4.041009,9.652803,+237 222 236 811,citédespalmier@ophta.cm,Oui,Non,Oui,Oui,Oui,Oui,Non,Lun–Sam 07h30–19h00
OPH0289,Clinique Ophtalmologique de Village,Douala,Douala II,Bonanjo,4.064783,9.632278,+237 699 592 957,village@hotmail.com,Oui,Non,Non,Non,Non,Non,Non,Lun–Sam 07h30–19h00
OPH0290,Centre de la Vision Mvogo,Yaoundé,Yaoundé III,Mokolo,3.804835,11.438305,+237 243 869 584,visionmvogo@gmail.com,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
OPH0291,Clinique des Yeux de Youpwé,Douala,Douala II,Bepanda,3.982539,9.743469,+237 699 658 548,desyeuxyoupwé@gmail.com,Oui,Oui,Oui,Oui,Non,Oui,Oui,Lun–Sam 07h30–19h00
OPH0292,Clinique Ophtalmologique de Bangue,Douala,Douala IV,Ndokoti,4.120138,9.684064,+237 651 936 348,bangue@hotmail.com,Oui,Non,Non,Oui,Oui,Oui,Non,Lun–Dim 08h00–18h00
OPH0293,Centre de la Vision Engoulou,Yaoundé,Yaoundé V,Mvog-Mbi,3.952816,11.530149,+237 691 831 324,visionengoulou@gmail.com,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Ven 08h00–18h00
OPH0294,Clinique Ophtalmologique de Bali,Douala,Douala VI,Kotto,4.069525,9.722286,+237 697 250 917,bali@gmail.com,Oui,Non,Non,Oui,Oui,Oui,Non,Lun–Ven 07h30–17h30
OPH0295,Centre de la Vision Ndoumbe,Yaoundé,Yaoundé II,Émana,3.857265,11.471166,+237 699 621 921,visionndoumbe@hotmail.com,Oui,Non,Oui,Non,Non,Non,Oui,Lun–Sam 08h30–18h30
OPH0296,Centre de la Vision Fotso,Yaoundé,Yaoundé II,Simbock,3.807152,11.585002,+237 692 764 234,visionfotso@hotmail.com,Oui,Non,Non,Oui,Non,Oui,Non,7j/7 — 08h00–20h00
OPH0297,Centre Ophtalmologique Saint-Étienne,Yaoundé,Yaoundé VII,Efoulan,3.754199,11.487602,+237 655 833 222,étienne@yahoo.fr,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 07h30–19h00
OPH0298,Clinique Ophtalmologique de Sodiko,Douala,Douala I,Sodiko,4.04881,9.790218,+237 678 238 994,sodiko@gmail.com,Oui,Non,Oui,Non,Non,Oui,Non,Lun–Ven 08h00–18h00
OPH0299,Clinique des Yeux de Logbessou,Douala,Douala IV,Bonanjo,4.076552,9.774669,+237 696 704 495,desyeuxlogbess@yahoo.fr,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Sam 08h30–18h30
OPH0300,Clinique des Yeux de Bassa,Douala,Douala III,Bonaberi,4.078403,9.666349,+237 222 773 449,desyeuxbassa@yahoo.fr,Oui,Non,Oui,Non,Oui,Non,Non,Lun–Sam 07h00–20h00
OPH0301,Clinique des Yeux de Bepanda,Douala,Douala III,Ndokoti,4.087614,9.772605,+237 677 304 462,desyeuxbepanda@ophta.cm,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 08h30–18h30
OPH0302,Clinique Ophtalmologique de Mvog-Ada,Yaoundé,Yaoundé III,Mvog-Ada,3.792264,11.553861,+237 694 355 123,mvog-ada@gmail.com,Oui,Non,Non,Non,Oui,Oui,Non,Lun–Sam 07h30–19h00
OPH0303,Clinique Ophtalmologique de Émana,Yaoundé,Yaoundé III,Émana,3.885149,11.447756,+237 655 893 704,émana@ophta.cm,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
OPH0304,Centre de la Vision Nkeng,Yaoundé,Yaoundé VI,Ngousso,3.810303,11.469311,+237 694 355 150,visionnkeng@yahoo.fr,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
OPH0305,Clinique Ophtalmologique de Bonanjo,Douala,Douala VI,PK17,4.029194,9.644681,+237 243 075 515,bonanjo@gmail.com,Oui,Non,Oui,Oui,Non,Oui,Oui,Lun–Ven 08h00–18h00
OPH0306,Centre Ophtalmologique Saint-Thérèse,Douala,Douala VI,Kotto,4.108507,9.650994,+237 696 327 820,thérèse@hotmail.com,Oui,Non,Oui,Non,Non,Oui,Non,Lun–Ven 07h30–17h30
OPH0307,Cabinet Ophtalmologique Ateba,Douala,Douala I,Deido,4.090967,9.639554,+237 651 593 832,ateba@yahoo.fr,Oui,Oui,Oui,Oui,Oui,Oui,Non,Lun–Sam 08h30–18h30
OPH0308,Clinique Ophtalmologique de Koumassi,Douala,Douala III,Ndokoti,4.018167,9.766077,+237 693 796 131,koumassi@hotmail.com,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 08h30–18h30
OPH0309,Centre Ophtalmologique Saint-Patrick,Douala,Douala II,Bonanjo,4.091162,9.633415,+237 679 496 328,patrick@gmail.com,Oui,Non,Non,Oui,Non,Non,Oui,Lun–Sam 07h00–20h00
OPH0310,Clinique des Yeux de Biyem-Assi,Yaoundé,Yaoundé VII,Nkoabang,3.883033,11.558174,+237 692 144 253,desyeuxbiyem-a@ophta.cm,Oui,Non,Non,Oui,Oui,Oui,Non,Lun–Ven 08h00–18h00
OPH0311,Clinique Ophtalmologique de Bessengue,Douala,Douala III,Akwa,4.105953,9.668313,+237 698 303 754,bessengue@yahoo.fr,Oui,Non,Oui,Non,Oui,Non,Non,Lun–Dim 08h00–18h00
OPH0312,Clinique des Yeux de Mbanya,Douala,Douala II,Soboum,4.111963,9.682512,+237 243 984 570,desyeuxmbanya@gmail.com,Oui,Non,Oui,Oui,Non,Non,Oui,Lun–Ven 07h30–17h30
OPH0313,Centre de la Vision Djoumbi,Yaoundé,Yaoundé III,Djoungolo,3.889582,11.534276,+237 651 899 258,visiondjoumbi@ophta.cm,Oui,Non,Non,Non,Oui,Oui,Non,Lun–Ven 08h00–18h00
OPH0314,Ophtalmologie Bonheur,Yaoundé,Yaoundé VII,Omnisports,3.872371,11.398031,+237 691 942 029,ophtalmologieb@gmail.com,Oui,Oui,Oui,Non,Oui,Oui,Non,Lun–Sam 08h00–17h00
OPH0315,Cabinet Ophtalmologique Ondoa,Douala,Douala IV,Bangue,4.081965,9.634793,+237 697 597 879,ondoa@ophta.cm,Oui,Non,Oui,Oui,Oui,Oui,Non,Lun–Sam 07h00–20h00
OPH0316,Clinique Ophtalmologique de Ndoghem,Douala,Douala V,Ndogbong,4.094816,9.70869,+237 651 763 684,ndoghem@yahoo.fr,Oui,Non,Oui,Non,Oui,Oui,Non,Lun–Ven 08h00–18h00
OPH0317,Clinique des Yeux de Omnisports,Yaoundé,Yaoundé III,Mvog-Ada,3.810988,11.541565,+237 694 319 792,desyeuxomnispo@ophta.cm,Oui,Oui,Non,Oui,Oui,Non,Non,Lun–Sam 08h30–18h30
OPH0318,Clinique des Yeux de Mokolo,Yaoundé,Yaoundé VI,Ahala,3.898936,11.456176,+237 652 995 355,desyeuxmokolo@hotmail.com,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 08h00–17h00
OPH0319,Ophtalmologie Confiance,Yaoundé,Yaoundé VI,Obili,3.904304,11.469413,+237 693 720 611,ophtalmologiec@hotmail.com,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Dim 08h00–18h00
OPH0320,Clinique des Yeux de Bonaloka,Douala,Douala I,Ndog-Bong,4.043171,9.67573,+237 690 138 095,desyeuxbonalok@gmail.com,Oui,Oui,Oui,Oui,Oui,Oui,Non,Lun–Ven 07h30–17h30
OPH0321,Ophtalmologie Confiance,Douala,Douala V,Kotto,4.101159,9.656395,+237 242 416 139,ophtalmologiec@gmail.com,Oui,Non,Non,Oui,Non,Non,Non,Lun–Sam 07h30–19h00
OPH0322,Centre de la Vision Belinga,Yaoundé,Yaoundé V,Nkol-Eton,3.783683,11.547095,+237 653 553 067,visionbelinga@hotmail.com,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Ven 08h00–18h00
OPH0323,Clinique Ophtalmologique de Elig-Essono,Yaoundé,Yaoundé II,Tsinga,3.933694,11.480915,+237 650 606 231,elig-essono@ophta.cm,Oui,Non,Oui,Non,Non,Non,Oui,Lun–Dim 08h00–18h00
OPH0324,Clinique Ophtalmologique de Omnisports,Yaoundé,Yaoundé II,Émana,3.786986,11.419131,+237 222 739 331,omnisports@ophta.cm,Oui,Non,Oui,Non,Non,Non,Non,Lun–Sam 08h30–18h30
OPH0325,Clinique des Yeux de Ndog-Passi III,Douala,Douala IV,Ndog-Bong,3.994379,9.660549,+237 678 959 083,desyeuxndog-pa@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,7j/7 — 08h00–20h00
OPH0326,Cabinet Ophtalmologique Owona,Douala,Douala VI,Deido,4.022692,9.760407,+237 693 257 928,owona@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
OPH0327,Ophtalmologie Grâce,Yaoundé,Yaoundé IV,Nkoldongo,3.796625,11.586316,+237 677 326 091,ophtalmologieg@hotmail.com,Oui,Oui,Oui,Oui,Oui,Non,Non,Lun–Dim 08h00–18h00
OPH0328,Clinique Ophtalmologique de Bepanda,Douala,Douala V,PK8,4.083846,9.717684,+237 655 142 344,bepanda@gmail.com,Oui,Non,Non,Oui,Oui,Non,Non,Lun–Ven 07h30–17h30
OPH0329,Clinique des Yeux de Mbanya,Douala,Douala II,PK12,3.994413,9.690452,+237 693 280 994,desyeuxmbanya@yahoo.fr,Oui,Oui,Oui,Oui,Oui,Non,Non,Lun–Ven 08h00–18h00
OPH0330,Centre Ophtalmologique Saint-Bruno,Yaoundé,Yaoundé VI,Etoudi,3.865794,11.422258,+237 679 239 194,bruno@yahoo.fr,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Dim 08h00–18h00
OPH0331,Centre Ophtalmologique Saint-Jeanne,Yaoundé,Yaoundé III,Melen,3.786132,11.508158,+237 654 320 127,jeanne@hotmail.com,Oui,Oui,Oui,Oui,Oui,Oui,Non,Lun–Sam 07h30–19h00
OPH0332,Ophtalmologie Secours,Douala,Douala VI,Ndogbong,4.031481,9.756048,+237 694 167 068,ophtalmologies@gmail.com,Oui,Non,Non,Oui,Oui,Non,Non,Lun–Sam 07h30–19h00
OPH0333,Clinique des Yeux de Mboppi,Douala,Douala IV,Makepe,4.042005,9.642729,+237 652 394 256,desyeuxmboppi@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
OPH0334,Clinique des Yeux de Bessengue,Douala,Douala III,Bonaloka,4.068418,9.637481,+237 699 987 599,desyeuxbesseng@ophta.cm,Oui,Non,Oui,Oui,Non,Oui,Non,7j/7 — 08h00–20h00
OPH0335,Clinique Ophtalmologique de Kotto,Douala,Douala I,Ndogbong,4.057194,9.771286,+237 655 486 662,kotto@gmail.com,Oui,Non,Non,Non,Oui,Non,Non,Lun–Ven 07h30–17h30
OPH0336,Clinique Ophtalmologique de Nkol-Eton,Yaoundé,Yaoundé III,Melen,3.82447,11.603713,+237 243 787 296,nkol-eton@yahoo.fr,Oui,Non,Oui,Oui,Oui,Oui,Non,Lun–Ven 07h30–17h30
OPH0337,Cabinet Ophtalmologique Abega,Yaoundé,Yaoundé II,Biteng,3.817481,11.547475,+237 694 862 417,abega@yahoo.fr,Oui,Oui,Oui,Oui,Non,Oui,Oui,Lun–Sam 08h00–17h00
OPH0338,Cabinet Ophtalmologique Nguele,Douala,Douala IV,New Bell,4.130321,9.73421,+237 679 227 192,nguele@yahoo.fr,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
OPH0339,Centre Ophtalmologique Saint-Cyprien,Yaoundé,Yaoundé I,Biyem-Assi,3.888599,11.557868,+237 651 138 501,cyprien@ophta.cm,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Dim 08h00–18h00
OPH0340,Centre de la Vision Fotso,Douala,Douala V,Makepe,4.033146,9.67265,+237 222 019 376,visionfotso@yahoo.fr,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Ven 08h00–18h00
OPH0341,Cabinet Ophtalmologique Kuitche,Yaoundé,Yaoundé II,Mvog-Atangana,3.816481,11.533055,+237 652 064 719,kuitche@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Non,7j/7 — 08h00–20h00
OPH0342,Clinique Ophtalmologique de Ngousso,Yaoundé,Yaoundé II,Mvog-Ada,3.893956,11.543224,+237 677 763 315,ngousso@ophta.cm,Oui,Non,Oui,Non,Oui,Non,Non,Lun–Sam 08h00–17h00
OPH0343,Clinique des Yeux de Santa Barbara,Yaoundé,Yaoundé III,Biteng,3.88765,11.57103,+237 692 372 649,desyeuxsantaba@hotmail.com,Oui,Non,Oui,Non,Oui,Oui,Oui,Lun–Dim 08h00–18h00
OPH0344,Cabinet Ophtalmologique Nlend,Yaoundé,Yaoundé VI,Efoulan,3.879737,11.601886,+237 233 975 842,nlend@yahoo.fr,Oui,Oui,Non,Oui,Non,Oui,Non,Lun–Sam 08h30–18h30
OPH0345,Cabinet Ophtalmologique Ngoa,Yaoundé,Yaoundé VII,Simbock,3.77024,11.459,+237 690 459 552,ngoa@ophta.cm,Oui,Non,Non,Oui,Non,Oui,Non,Lun–Sam 07h30–19h00
OPH0346,Clinique Ophtalmologique de Mvog-Mbi,Yaoundé,Yaoundé I,Mvog-Mbi,3.817069,11.482352,+237 678 756 073,mvog-mbi@gmail.com,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
OPH0347,Cabinet Ophtalmologique Nkeng,Yaoundé,Yaoundé V,Biteng,3.799632,11.470554,+237 650 379 171,nkeng@yahoo.fr,Oui,Oui,Oui,Non,Oui,Oui,Non,Lun–Sam 07h00–20h00
OPH0348,Clinique des Yeux de Biyem-Assi,Yaoundé,Yaoundé VII,Étoa-Meki,3.781216,11.415132,+237 679 168 705,desyeuxbiyem-a@hotmail.com,Oui,Oui,Oui,Oui,Oui,Oui,Non,Lun–Ven 08h00–18h00
OPH0349,Centre de la Vision Assamba,Douala,Douala IV,Ndogbong,4.052724,9.743326,+237 651 933 155,visionassamba@yahoo.fr,Oui,Oui,Non,Oui,Non,Non,Oui,7j/7 — 08h00–20h00
OPH0350,Clinique Ophtalmologique de Melen,Yaoundé,Yaoundé IV,Elig-Essono,3.859436,11.568561,+237 696 344 355,melen@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
