id,name,type,city,district,neighborhood,address,latitude,longitude,services,opening_hours,is_open_24h,contact,email,source_category,metadata
TRD0238,Centre de Médecine Traditionnelle de Mboppi,Medecine Traditionnelle,Douala,Douala III,Koumassi,,4.046408,9.735936,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete""]",Lun–Sam 08h30–18h30,false,+237 653 398 228,traditionnelmb@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Gingembre""}"
TRD0239,Cabinet Traditionnel Elong,Medecine Traditionnelle,Douala,Douala II,Koumassi,,4.089461,9.638061,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Sam 08h00–17h00,false,+237 652 170 316,traditionnelel@sante.cm,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Aloe Vera""}"
TRD0240,Centre Traditionnel Anne,Medecine Traditionnelle,Douala,Douala I,Ndog-Passi III,,4.099542,9.683748,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique""]",7j/7 — 08h00–20h00,false,+237 222 085 103,traditionnelan@sante.cm,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Non"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Kinkeliba""}"
TRD0241,Centre de Médecine Traditionnelle de Boko,Medecine Traditionnelle,Douala,Douala V,Boko,,4.029173,9.675968,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Sam 07h00–20h00,false,+237 692 176 066,traditionnelbo@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Aloe Vera""}"
TRD0242,Centre de Médecine Traditionnelle de Nyalla,Medecine Traditionnelle,Douala,Douala IV,Bonamoussadi,,4.076896,9.787797,"[""agree_minsante"", ""phytotherapie"", ""acupuncture"", ""massage_therapeutique"", ""traitement_paludisme""]",Lun–Ven 08h00–18h00,false,+237 651 326 581,traditionnelny@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Oui"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Aloe Vera""}"
TRD0243,Cabinet Traditionnel Ondoa,Medecine Traditionnelle,Yaoundé,Yaoundé VII,Madagascar,,3.800503,11.543771,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete"", ""traitement_hypertension""]",Lun–Ven 07h30–17h30,false,+237 695 516 670,traditionnelon@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Kinkeliba""}"
TRD0244,Médecine Naturelle Engoulou,Medecine Traditionnelle,Douala,Douala II,Bonanjo,,4.012217,9.765560,"[""phytotherapie""]",Lun–Ven 07h30–17h30,false,+237 679 812 259,naturelengoulo@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Non"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Non"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Gingembre""}"
TRD0245,Cabinet Traditionnel Manga,Medecine Traditionnelle,Yaoundé,Yaoundé III,Nkol-Afeme,,3.812548,11.427333,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Sam 08h30–18h30,false,+237 697 115 232,traditionnelma@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Papayer""}"
TRD0246,Centre de Médecine Traditionnelle de Briqueterie,Medecine Traditionnelle,Yaoundé,Yaoundé V,Briqueterie,,3.780887,11.565235,"[""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete""]",Lun–Ven 07h30–17h30,false,+237 655 499 303,traditionnelbr@yahoo.fr,Medecine Traditionnelle,"{""agree_minsante"": ""Non"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Kinkeliba""}"
TRD0247,Centre de Médecine Traditionnelle de Ndogpassi,Medecine Traditionnelle,Douala,Douala V,Boko,,4.072080,9.710602,"[""agree_minsante"", ""phytotherapie"", ""traitement_diabete"", ""traitement_hypertension""]",Lun–Sam 07h30–19h00,false,+237 222 136 650,traditionnelnd@yahoo.fr,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Non"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Papayer""}"
TRD0248,Centre de Phytothérapie de Mbanya,Medecine Traditionnelle,Douala,Douala III,Bassa,,4.023037,9.634519,"[""agree_minsante"", ""phytotherapie"", ""acupuncture"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",7j/7 — 08h00–20h00,false,+237 694 523 589,phytothérapiem@hotmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Oui"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Papayer""}"
TRD0249,Centre de Médecine Traditionnelle de Mendong,Medecine Traditionnelle,Yaoundé,Yaoundé IV,Mendong,,3.816653,11.521451,"[""agree_minsante"", ""phytotherapie"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Ven 07h30–17h30,false,+237 692 837 783,traditionnelme@sante.cm,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Kinkeliba""}"
TRD0250,Cabinet Traditionnel Ekani,Medecine Traditionnelle,Douala,Douala I,Ndoghem,,4.101959,9.653610,"[""agree_minsante"", ""phytotherapie"", ""acupuncture"", ""massage_therapeutique"", ""traitement_paludisme""]",Lun–Sam 07h00–20h00,false,+237 233 137 084,traditionnelek@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Oui"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Aloe Vera""}"
TRD0251,Centre de Phytothérapie de Logbessou,Medecine Traditionnelle,Douala,Douala II,Cité des Palmiers,,4.000369,9.739670,"[""agree_minsante"", ""phytotherapie"", ""acupuncture"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete""]",Lun–Dim 08h00–18h00,false,+237 679 194 543,phytothérapiel@sante.cm,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Oui"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Papayer""}"
TRD0252,Cabinet Traditionnel Feudjio,Medecine Traditionnelle,Yaoundé,Yaoundé VII,Olembe,,3.922918,11.505874,"[""agree_minsante"", ""phytotherapie"", ""traitement_diabete"", ""traitement_hypertension""]",Lun–Ven 08h00–18h00,false,+237 690 262 493,traditionnelfe@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Non"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Hibiscus""}"
TRD0253,Médecine Naturelle Fouda,Medecine Traditionnelle,Yaoundé,Yaoundé VI,Mvog-Mbi,,3.888013,11.433144,"[""agree_minsante"", ""phytotherapie"", ""traitement_paludisme"", ""traitement_diabete"", ""traitement_hypertension""]",Lun–Dim 08h00–18h00,false,+237 678 316 924,naturelfouda@sante.cm,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Papayer""}"
TRD0254,Cabinet Traditionnel Essomba,Medecine Traditionnelle,Yaoundé,Yaoundé VII,Messa,,3.800665,11.549124,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Ven 08h00–18h00,false,+237 691 368 872,traditionneles@sante.cm,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Neem""}"
TRD0255,Médecine Naturelle Tabi,Medecine Traditionnelle,Douala,Douala V,Kotto,,4.090207,9.756336,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete""]",Lun–Sam 08h00–17h00,false,+237 697 983 557,natureltabi@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Papayer""}"
TRD0256,Centre de Phytothérapie de Bangue,Medecine Traditionnelle,Douala,Douala III,Bonapriso,,3.995067,9.671562,"[""phytotherapie"", ""acupuncture"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Sam 07h00–20h00,false,+237 243 263 672,phytothérapieb@sante.cm,Medecine Traditionnelle,"{""agree_minsante"": ""Non"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Oui"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Prunus Africana""}"
TRD0257,Médecine Naturelle Ndoumbe,Medecine Traditionnelle,Yaoundé,Yaoundé IV,Nsam,,3.842814,11.436047,"[""phytotherapie"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Dim 08h00–18h00,false,+237 696 993 496,naturelndoumbe@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Non"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Hibiscus""}"
TRD0258,Cabinet Traditionnel Nlend,Medecine Traditionnelle,Douala,Douala VI,Nzeng-Ayong,,4.103255,9.639928,"[""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Sam 07h00–20h00,false,+237 222 076 519,traditionnelnl@hotmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Non"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Gingembre""}"
TRD0259,Centre de Phytothérapie de Boko,Medecine Traditionnelle,Douala,Douala IV,Nzeng-Ayong,,3.976387,9.751624,"[""agree_minsante"", ""phytotherapie"", ""acupuncture"", ""massage_therapeutique"", ""traitement_paludisme""]",Lun–Sam 07h30–19h00,false,+237 652 616 551,phytothérapieb@yahoo.fr,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Oui"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Kinkeliba""}"
TRD0260,Centre de Phytothérapie de Elig-Essono,Medecine Traditionnelle,Yaoundé,Yaoundé V,Elig-Essono,,3.773355,11.562830,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Ven 08h00–18h00,false,+237 696 669 015,phytothérapiee@hotmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Papayer""}"
TRD0261,Médecine Naturelle Kamga,Medecine Traditionnelle,Douala,Douala VI,Bonanjo,,4.079280,9.661367,"[""agree_minsante"", ""phytotherapie"", ""acupuncture"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Dim 08h00–18h00,false,+237 690 292 576,naturelkamga@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Oui"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Hibiscus""}"
TRD0262,Centre Traditionnel Augustin,Medecine Traditionnelle,Yaoundé,Yaoundé VII,Nkol-Afeme,,3.870346,11.578756,"[""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete"", ""traitement_hypertension""]",7j/7 — 08h00–20h00,false,+237 677 053 175,traditionnelau@yahoo.fr,Medecine Traditionnelle,"{""agree_minsante"": ""Non"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Prunus Africana""}"
TRD0263,Centre de Médecine Traditionnelle de Akwa,Medecine Traditionnelle,Douala,Douala IV,PK8,,4.080044,9.670586,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_diabete""]",Lun–Sam 07h00–20h00,false,+237 695 647 281,traditionnelak@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Non"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Kinkeliba""}"
TRD0264,Centre Traditionnel Joseph,Medecine Traditionnelle,Douala,Douala I,Boko,,4.004520,9.727554,"[""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete"", ""traitement_hypertension""]",Lun–Dim 08h00–18h00,false,+237 677 124 623,traditionneljo@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Non"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Gingembre""}"
TRD0265,Médecine Naturelle Assamba,Medecine Traditionnelle,Yaoundé,Yaoundé I,Nlongkak,,3.832296,11.431358,"[""agree_minsante"", ""phytotherapie"", ""acupuncture"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete"", ""traitement_hypertension""]",Lun–Sam 08h30–18h30,false,+237 651 439 833,naturelassamba@sante.cm,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Oui"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Rauwolfia""}"
TRD0266,Centre de Médecine Traditionnelle de Obili,Medecine Traditionnelle,Yaoundé,Yaoundé II,Obili,,3.871929,11.484464,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme""]",Lun–Sam 08h30–18h30,false,+237 655 270 259,traditionnelob@yahoo.fr,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Hibiscus""}"
TRD0267,Médecine Naturelle Nkeng,Medecine Traditionnelle,Douala,Douala VI,PK10,,4.054256,9.758986,"[""agree_minsante"", ""phytotherapie"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Ven 07h30–17h30,false,+237 243 911 281,naturelnkeng@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Moringa""}"
TRD0268,Centre de Phytothérapie de PK14,Medecine Traditionnelle,Douala,Douala V,Ndogpassi,,4.117636,9.718831,"[""agree_minsante"", ""phytotherapie"", ""acupuncture"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete"", ""traitement_hypertension""]",7j/7 — 08h00–20h00,false,+237 697 417 598,phytothérapiep@hotmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Oui"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Aloe Vera""}"
TRD0269,Centre de Phytothérapie de Olembe,Medecine Traditionnelle,Yaoundé,Yaoundé VII,Olembe,,3.833110,11.454674,"[""phytotherapie"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Ven 07h30–17h30,false,+237 692 017 615,phytothérapieo@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Non"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Papayer""}"
TRD0270,Centre Traditionnel Étienne,Medecine Traditionnelle,Douala,Douala V,Makepe,,4.080592,9.686034,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Ven 08h00–18h00,false,+237 650 589 625,traditionnelét@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Prunus Africana""}"
TRD0271,Médecine Naturelle Elong,Medecine Traditionnelle,Yaoundé,Yaoundé II,Mvog-Atangana,,3.784689,11.499999,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Dim 08h00–18h00,false,+237 652 241 129,naturelelong@sante.cm,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Hibiscus""}"
TRD0272,Phytothérapie Harmonie,Medecine Traditionnelle,Douala,Douala III,Youpwé,,4.007121,9.656510,"[""agree_minsante"", ""phytotherapie"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Dim 08h00–18h00,false,+237 679 007 627,phytothérapieh@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Neem""}"
TRD0273,Centre de Médecine Traditionnelle de Odza,Medecine Traditionnelle,Yaoundé,Yaoundé IV,Odza,,3.892586,11.418532,"[""phytotherapie"", ""traitement_paludisme"", ""traitement_diabete""]",Lun–Sam 07h30–19h00,false,+237 655 181 193,traditionnelod@sante.cm,Medecine Traditionnelle,"{""agree_minsante"": ""Non"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Kinkeliba""}"
TRD0274,Centre de Phytothérapie de Nzeng-Ayong,Medecine Traditionnelle,Douala,Douala IV,Nzeng-Ayong,,4.008415,9.785293,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete"", ""traitement_hypertension""]",Lun–Sam 08h00–17h00,false,+237 678 274 649,phytothérapien@gmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Neem""}"
TRD0275,Centre Traditionnel Jean,Medecine Traditionnelle,Douala,Douala I,Akwa,,4.095155,9.644875,"[""agree_minsante"", ""phytotherapie"", ""traitement_paludisme"", ""traitement_diabete""]",Lun–Sam 07h30–19h00,false,+237 691 828 206,traditionnelje@hotmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Rauwolfia""}"
TRD0276,Médecine Naturelle Nkeng,Medecine Traditionnelle,Douala,Douala VI,Bonaloka,,4.029506,9.782372,"[""agree_minsante"", ""phytotherapie"", ""acupuncture"", ""traitement_paludisme"", ""traitement_diabete""]",Lun–Sam 08h30–18h30,false,+237 690 299 151,naturelnkeng@hotmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Oui"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Aloe Vera""}"
TRD0277,Centre de Médecine Traditionnelle de Bassa,Medecine Traditionnelle,Douala,Douala V,Soboum,,4.101555,9.770069,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_hypertension""]",Lun–Ven 08h00–18h00,false,+237 677 257 764,traditionnelba@hotmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Non"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Neem""}"
TRD0278,Centre Traditionnel Félicité,Medecine Traditionnelle,Douala,Douala III,Koumassi,,4.002827,9.723979,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_diabete""]",Lun–Ven 07h30–17h30,false,+237 677 457 174,traditionnelfé@hotmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Non"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Prunus Africana""}"
TRD0279,Centre de Phytothérapie de Bali,Medecine Traditionnelle,Douala,Douala VI,Bepanda,,4.100764,9.778287,"[""phytotherapie"", ""traitement_diabete"", ""traitement_hypertension""]",Lun–Ven 08h00–18h00,false,+237 677 678 600,phytothérapieb@hotmail.com,Medecine Traditionnelle,"{""agree_minsante"": ""Non"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Non"", ""traitement_paludisme"": ""Non"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Aloe Vera""}"
TRD0280,Médecine Naturelle Fotso,Medecine Traditionnelle,Douala,Douala IV,Bonamoussadi,,4.040418,9.794600,"[""agree_minsante"", ""phytotherapie"", ""acupuncture"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete"", ""traitement_hypertension""]",Lun–Ven 08h00–18h00,false,+237 679 606 660,naturelfotso@yahoo.fr,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Oui"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Oui"", ""plante_principale"": ""Prunus Africana""}"
TRD0281,Médecine Naturelle Essomba,Medecine Traditionnelle,Yaoundé,Yaoundé II,Efoulan,,3.944033,11.493274,"[""agree_minsante"", ""phytotherapie"", ""massage_therapeutique"", ""traitement_paludisme"", ""traitement_diabete""]",Lun–Sam 08h30–18h30,false,+237 677 724 006,naturelessomba@sante.cm,Medecine Traditionnelle,"{""agree_minsante"": ""Oui"", ""phytotherapie"": ""Oui"", ""acupuncture"": ""Non"", ""massage_therapeutique"": ""Oui"", ""traitement_paludisme"": ""Oui"", ""traitement_diabete"": ""Oui"", ""traitement_hypertension"": ""Non"", ""plante_principale"": ""Prunus Africana""}"
